StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q389_Browser,Q389_Version,Q389_Operating System,Q389_Resolution,Consent timing_First Click,Consent timing_Last Click,Consent timing_Page Submit,Consent timing_Click Count,Consent,prolific_id,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q118_First Click,Q118_Last Click,Q118_Page Submit,Q118_Click Count,Q110,Q160,Q163,Q165,Q178,Q164,Q179,Q608_First Click,Q608_Last Click,Q608_Page Submit,Q608_Click Count,Q609,Tutorial,Q613,Q653_First Click,Q653_Last Click,Q653_Page Submit,Q653_Click Count,Q192_First Click,Q192_Last Click,Q192_Page Submit,Q192_Click Count,Q657,Q614_First Click,Q614_Last Click,Q614_Page Submit,Q614_Click Count,Q615,Q193_First Click,Q193_Last Click,Q193_Page Submit,Q193_Click Count,Q171,Q205_1,Q205_2,Q205_3,Q205_4,Q205_5,Q593_First Click,Q593_Last Click,Q593_Page Submit,Q593_Click Count,Q203_1,Q594,Q175,Q197_First Click,Q197_Last Click,Q197_Page Submit,Q197_Click Count,Q196,Demographics timing_First Click,Demographics timing_Last Click,Demographics timing_Page Submit,Demographics timing_Click Count,age,gender,country,country_3_TEXT,education,education_6_TEXT,ai,AI_1,AI_2,AI_3,AI_4,AI_5,comments,Q261,Random_ID,AWSURL,group,ProlificID,agent_level,bonus_group
2025-09-11 06:30:45,2025-09-11 06:55:43,0,82.42.119.218,100,1498,1,2025-09-11 06:55:44,R_8qdNVQrHjZapdnr,,,,,53.4096,-2.9792,anonymous,EN,Chrome,140.0.0.0,Windows NT 10.0,1920x1080,4.834,4.834,5.959,1,1,66597efb84cb793eeaa06ef8,32.604,70.308,75.159,2,3.864,4.329,54.967,2,,2,2,4,2,1,1,53.17,242.697,244.699,2,,4242,,0,0,41.357,0,7.542,509.416,514.65,2,APPL5,,,,,,,,,,,,,,,,6.981,53.933,66.398,4,5,1,"I think the performance of the AI was poor ",8.9,124.43,126.999,2,2321,1.515,30.103,31.929,10,48,0,2,,5,,4,7,7,7,7,7,,,8961774475,,0,66597efb84cb793eeaa06ef8,APPL5,2321
2025-09-11 06:32:36,2025-09-11 06:55:53,0,83.106.170.189,100,1396,1,2025-09-11 06:55:53,R_2YrL1xUpwfxMtvq,,,,,51.7187,-3.4318,anonymous,EN,Chrome,139.0.0.0,CrOS x86_64 14541.0.0,1200x750,1.167,18.403,20.272,4,1,66774233add67a4a8e71398e@email.prolific.com,0.686,0.686,133.09,1,1.154,1.154,34.69,1,,2,2,4,2,1,1,1.609,391.514,397.529,3,,4242,,,,,,,,,,,1.058,1.058,146.244,1,,6.217,6.217,277.995,1,APPL7,6,7,5,6,7,10.89,43.95,46.319,5,3,2,The AI agent is learning quickly,,,,,,1.639,34.518,35.637,14,53,0,2,,2,,4,7,7,7,4,4,,,4972511430,,1,66774233add67a4a8e71398e@email.prolific.com,APPL7,APPL7
2025-09-11 06:35:25,2025-09-11 06:55:55,0,82.132.246.167,100,1230,1,2025-09-11 06:55:56,R_2RpZUNogR5tZHpL,,,,,52.539,-1.9883,anonymous,EN,Chrome,139.0.0.0,Macintosh,1440x900,2.861,2.861,5.866,1,1,6772ed74a16a7086a77e5d6e,0,0,67.342,0,0,0,19.627,0,,2,2,4,2,1,1,20.264,232.892,235.129,2,,4242,,,,,,,,,,,0,0,35.572,0,,5.137,585.559,587.842,2,APPL7,4,7,5,3,4,4.918,43.608,47.177,6,7,1,"I believe my ai agent would do a good job, but I'd enjoy more playing myself",4.303,46.348,48.84,2,2323,1.318,21.952,22.74,10,27,1,2,,3,,4,5,6,7,4,4,,,4093737938,,2,6772ed74a16a7086a77e5d6e,APPL7,2323
2025-09-11 05:57:11,2025-09-11 06:05:15,0,5.150.100.7,62,483,0,2025-09-11 06:57:12,R_2nVh47bzJZQFfSP,,,,,51.4203,-0.1175,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,5.203,5.203,6.719,1,1,654e38a9bd1961e9942af916,0,0,38.383,0,0,0,12.431,0,,2,2,4,2,1,1,9.723,165.378,167.22,2,,4242,,,,,,,,,,,0,0,23.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6358835522,,1,654e38a9bd1961e9942af916,,
2025-09-11 06:25:06,2025-09-11 06:57:13,0,82.11.91.130,100,1926,1,2025-09-11 06:57:13,R_2pSmElrGGh9FNUH,,,,,55.8995,-3.5237,anonymous,EN,Chrome,139.0.0.0,CrOS x86_64 14541.0.0,1536x864,86.403,86.403,88.997,1,1,5b99663d4cefb60001e7a214,0,0,330.142,0,0,0,85.981,0,,2,2,4,2,1,1,78.792,261.801,264.444,3,,4242,,0,0,307.597,0,3.442,523.969,533.529,2,APPL2,,,,,,,,,,,,,,,,9.469,15.181,35.701,3,3,1,i feel i will have better judgement and control over moves,11.736,81.415,88.84,2,2323,2.797,53.909,54.941,11,49,1,2,,2,,4,4,3,6,2,6,,,8983044452,,0,5b99663d4cefb60001e7a214,APPL2,2323
2025-09-11 05:58:21,2025-09-11 06:11:43,0,84.69.187.69,48,802,0,2025-09-11 06:58:22,R_2rPy4RyNJAMmzw9,,,,,55.8857,-4.151,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1366x768,8.131,8.131,9.095,1,1,5640c3ff074be600115e9e40,0,0,86.004,0,0,0,18.858,0,,2,2,4,2,1,1,21.892,295.572,301.773,3,,4242,,0,0,62.255,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8305776770,,0,5640c3ff074be600115e9e40,,
2025-09-11 06:50:45,2025-09-11 07:00:03,0,90.250.37.238,100,557,1,2025-09-11 07:00:03,R_2LMNaBQs9nk6a9U,,,,,52.4486,-1.5499,anonymous,EN,Chrome,109.0.0.0,Windows NT 10.0,1366x768,3.692,12.5,29.187,4,1,59dccd61e75b450001a689b7,3.443,3.443,4.729,1,2.166,2.166,3.66,1,,2,2,4,2,1,1,2.532,98.105,99.402,4,,4242,,2.074,2.074,3.277,1,3.087,204.455,207.455,3,APPL1,,,,,,,,,,,,,,,,4.6,18.151,34.163,5,2,2,It is performing quite well now,,,,,,1.777,32.812,33.766,17,58,0,2,,4,,5,4,5,6,4,2,Nothing to add,,8610671865,,0,59dccd61e75b450001a689b7,APPL1,APPL1
2025-09-11 06:01:44,2025-09-11 06:16:08,0,82.132.228.207,62,864,0,2025-09-11 07:01:46,R_8y0P98LB7gLgyyt,,,,,51.5277,0.0252,anonymous,EN,Chrome,139.0.0.0,Macintosh,1470x956,0.89,1.854,4.287,2,1,66914783ed9646ac1537525a,0,0,96.112,0,0,0,36.174,0,,2,2,4,2,1,1,43.216,189.928,191.81,2,,4242,,,,,,,,,,,55.019,71.18,72.111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930802523,,1,66914783ed9646ac1537525a,,
2025-09-11 06:15:56,2025-09-11 07:02:40,0,103.7.206.186,100,2804,1,2025-09-11 07:02:41,R_8oNpu1aBMxu0Ufz,,,,,51.5043,-0.2211,anonymous,EN,Chrome,140.0.0.0,Macintosh,1470x956,25.528,25.528,26.771,1,1,616446c54ec10a56f2070911,67.223,106.85,145.937,12,0,0,47.541,0,,2,2,4,2,1,1,217.692,768.01,769.591,2,,4242,,,,,,,,,,,0,0,271.178,0,,3.082,852.877,854.115,2,APPL6,5,7,4,4,5,4.75,13.815,38.401,3,3,1,"The agent was still not taking the optimal route after training, so I prefer to attempt this part myself.",17.532,72.053,73.536,2,2323,1.698,37.094,38.139,11,46,1,2,,4,,4,5,5,5,4,4,,,2115276301,,1,616446c54ec10a56f2070911,APPL6,2323
2025-09-11 06:03:12,2025-09-11 06:20:37,0,31.51.95.87,30,1044,0,2025-09-11 07:03:18,R_8ihDklgXpJPdsKv,,,,,53.4094,-4.3531,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,16.834,16.834,18.019,1,1,5d12110b40b8e0001a7b55b6,27.164,27.164,29.436,1,21.033,21.033,22.433,1,,2,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8290590247,,2,5d12110b40b8e0001a7b55b6,,
2025-09-11 06:53:46,2025-09-11 07:07:55,0,142.115.199.42,100,848,1,2025-09-11 07:07:56,R_3rNm28PCEh3GYCX,,,,,45.4017,-74.0335,anonymous,EN,Chrome,140.0.0.0,Windows NT 10.0,2560x1440,3.372,3.372,7.234,1,1,67237e8fe4d32fbb53aabc67,0,0,47.236,0,0,0,6.479,0,,2,2,4,2,1,1,22.447,126.561,127.964,2,,4242,,,,,,,,,,,0,0,49.023,0,,2.629,393.624,394.708,2,APPL7,6,7,6,2,3,6.603,24.662,36.139,5,2,2,I am curious to see what I have accomplished,,,,,,1.557,30.257,30.902,10,50,0,5,,3,,4,6,6,7,3,6,The instructions needs to be clearer.  Maybe a demo video?,,8165139775,,3,67237e8fe4d32fbb53aabc67,APPL7,APPL7
2025-09-11 06:09:11,2025-09-11 06:32:32,0,12.96.29.146,34,1400,0,2025-09-11 07:09:12,R_3FOOodqVYnjNzyU,,,,,42.354,-87.8675,anonymous,EN,Chrome,140.0.0.0,Windows NT 10.0,1600x900,6.21,6.21,9.902,1,1,66293ab7b323f5f7ce785c38,243.457,482.814,765.296,10,10.173,89.495,134.164,9,,2,2,4,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9114187999,,2,66293ab7b323f5f7ce785c38,,
2025-09-11 06:09:25,2025-09-11 06:24:09,0,2.219.4.93,62,884,0,2025-09-11 07:09:26,R_2sdtbMflRsJkLlv,,,,,53.5332,-2.6117,anonymous,EN,Edge,140.0.0.0,Windows NT 10.0,1920x1080,6.473,6.473,8.498,1,1,62da562ad9942a440f6986c9,17.067,67.133,68.056,5,20.892,28.977,29.934,3,,2,2,4,2,1,1,5.615,237.05,238.954,3,,4242,,,,,,,,,,,19.271,55.13,56.112,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6706025231,,3,62da562ad9942a440f6986c9,,
2025-09-11 06:51:30,2025-09-11 07:09:37,0,88.215.37.140,100,1086,1,2025-09-11 07:09:37,R_8tGynKdjWBFs0SA,,,,,52.6643,1.2767,anonymous,EN,Chrome,140.0.0.0,Macintosh,3840x1620,4.527,4.527,6.307,1,1,6413a8ae4d8739dd77933117,10.279,18.875,29.243,3,5.022,10.427,22.139000000000003,3,,2,2,4,2,1,1,9.936,206.954,208.32,4,,4242,,,,,,,,,,,0,0,60.951,0,,1.976,325.032,326.036,2,APPL2,1,7,7,1,1,3.084,7.707,15.57,3,2,1,Because I can make better choices,1.535,48.959,49.795,2,2323,0.944,23.55,24.237,10,45,0,2,,2,,4,5,5,5,2,4,,,7466248262,,1,6413a8ae4d8739dd77933117,APPL2,2323
2025-09-11 06:41:41,2025-09-11 07:09:45,0,81.111.14.42,100,1683,1,2025-09-11 07:09:46,R_2ixqUON0ky3qThl,,,,,55.9335,-3.254,anonymous,EN,Chrome,139.0.0.0,Macintosh,1920x1080,3.764,3.764,5.079,1,1,614e848825ae648282115670,203.506,203.506,205.677,1,21.45,21.45,24.319,1,,2,2,4,2,1,1,68.783,297.6,299.219,2,,4242,,,,,,,,,,,0,0,149.083,0,,10.237,493.766,507.08,2,APPL7,7,7,6,6,6,4.806,64.527,66.044,5,7,2,"I believe the AI agent is fully trained now. It can perform better and collect more points. ",,,,,,1.64,23.663,24.496,10,30,1,2,,4,,5,6,6,6,4,6,"In the beginning of the study, on the 2nd or 3rd page, the images were not visible. Maybe it's a technical problem.",,1466040132,,1,614e848825ae648282115670,APPL7,APPL7
2025-09-11 06:10:56,2025-09-11 06:15:24,0,98.187.197.13,26,267,0,2025-09-11 07:11:01,R_54pZvwGGnQJdB3w,,,,,41.7958,-72.5241,anonymous,EN,Chrome,140.0.0.0,Windows NT 10.0,1920x1080,12.477,12.477,14.358,1,1,671ab0904de8eb7273ae9d42,0,0,89.789,0,0,0,26.497,0,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605054867,,2,671ab0904de8eb7273ae9d42,,
2025-09-11 06:28:06,2025-09-11 07:13:13,0,174.103.200.172,100,2706,1,2025-09-11 07:13:13,R_12XeAOxqTT9IUm4,,,,,44.482,-88.0185,anonymous,EN,Chrome,139.0.0.0,Macintosh,1470x956,2.851,4.934,5.996,2,1,66c4f3cb14cbfc4db836bd4e,18.72,79.72,87.61,2,2.011,2.011,44.516,1,,2,2,4,2,1,1,9.974,895.11,904.884,3,,4242,,,,,,,,,,,1.143,94.244,96.7,2,,5.03,797.991,800.78,2,APPL5,1,7,7,5,4,5.6,39.133,55.191,5,3,1,I want to try to do this myself. It goes through red balls and the squares which are not good.,2.078,113.66499999999999,116.77199999999999,4,2323,1.616,31.7,43.392,15,52,1,1,,3,,4,7,7,7,1,7,I was confused when I was trying to correct the Avatar. I moved it forward than turned it so it wouldn't hit the red balls but when I clicked next it still wanted to go in the other direction. I think it was a gliche.,,7383234716,,1,66c4f3cb14cbfc4db836bd4e,APPL5,2323
2025-09-11 06:31:55,2025-09-11 07:13:55,0,92.21.158.246,100,2519,1,2025-09-11 07:13:55,R_2EKwn9NGq6tGIHT,,,,,53.4495,-2.6171,anonymous,EN,Chrome,139.0.0.0,Macintosh,1440x900,11.781,11.781,13.64,1,1,56b78f11e77ebe000cbefe79,0,0,227.528,0,0,0,23.401,0,,2,2,4,2,1,1,27.454,492.554,497.644,2,,4242,,,,,,,,,,,62.684,68.351,133.542,5,,7.112,1305.033,1308.623,2," APPL6",2,7,5,3,4,20.37,37.085,69.327,3,3,2,I have to see if we have achieved anything and I didn't practice enough myself to avoid mistakes,,,,,,1.981,29.445999999999998,35.952,10,59,1,2,,3,,2,4,4,6,3,5,,,3458592324,,3,56b78f11e77ebe000cbefe79," APPL6"," APPL6"
2025-09-11 06:14:33,2025-09-11 06:16:00,0,83.104.156.69,20,86,0,2025-09-11 07:14:34,R_8ScFpdfhBwiv4aJ,,,,,51.5893,-2.9931,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1280x720,19.273,20.459,22.402,2,1,66c20b634a3b292d25596fbc,38.731,38.731,40.063,1,4.705,4.705,6.829,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4244682111,,1,66c20b634a3b292d25596fbc,,
2025-09-11 06:20:04,2025-09-11 06:27:36,0,130.43.139.155,62,451,0,2025-09-11 07:20:12,R_8bOf5LeKwwRqncg,,,,,52.8702,-1.2168,anonymous,EN,Firefox,142.0,Windows NT 10.0,1920x1080,4.169,4.169,4.903,1,1,5eeb32c541b66f01379faff7,0,0,33.906,0,0,0,10.549,0,,2,2,4,2,1,1,10.549,193.424,196.714,2,,4242,,,,,,,,,,,0,0,18.608,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7153247511,,2,5eeb32c541b66f01379faff7,,
2025-09-11 06:21:48,2025-09-11 06:53:41,0,71.162.179.153,76,1912,0,2025-09-11 07:21:49,R_6AP6a1jwJgPZgs1,,,,,39.873,-75.5968,anonymous,EN,Chrome,140.0.0.0,Windows NT 10.0,1280x800,3.389,6.072,6.996,3,1,5e9c8deb90dd470441c7f98e,30.332,126.633,127.003,31,3.232,28.301,30.131,5,,2,2,4,2,1,1,2.423,353.778,354.878,9,,4242,,,,,,,,,,,20.974,81.022,81.728,16,,1.359,462.495,464.929,3,APPL2,5,7,5,2,6,3.634,17.262,23.704,5,2,1,I am better than agent,,,,,,,,,,,,,,,,,,,,,,,,1997628534,,1,5e9c8deb90dd470441c7f98e,APPL2,
2025-09-11 06:26:40,2025-09-11 06:47:10,0,47.13.172.140,62,1229,0,2025-09-11 07:26:42,R_6theEwDqNjyPIz9,,,,,34.3303,-86.4898,anonymous,EN,Chrome,140.0.0.0,Macintosh,1470x956,23.782,23.782,25.16,1,1,66d67aa08e6caa907b2bf04b,0,0,42.084,0,0,0,11.297,0,,2,2,4,2,1,1,12.233,265.896,268.271,3,,4242,,,,,,,,,,,0,0,35.378,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7796587390,,2,66d67aa08e6caa907b2bf04b,,
2025-09-11 06:28:09,2025-09-11 06:39:58,0,2.100.175.44,62,708,0,2025-09-11 07:28:17,R_2HjmVfKtWVD0DLr,,,,,50.9307,-0.2643,anonymous,EN,Chrome,140.0.0.0,Windows NT 10.0,1536x864,9.421,10.877,13.936,2,1,5ac4b010f69e940001d97645,68.096,68.096,76.652,1,0,0,22.885,0,,2,2,4,2,1,1,23.487,186.065,188.892,2,,4242,,,,,,,,,,,0,0,56.16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353232575,,3,5ac4b010f69e940001d97645,,
2025-09-11 07:49:16,2025-09-11 08:01:08,0,86.9.237.203,100,711,1,2025-09-11 08:01:09,R_8qF96lPOjHhuipv,,,,,53.034,-2.1469,anonymous,EN,Chrome,140.0.0.0,Windows NT 10.0,1920x1080,1.338,1.338,2.236,1,1,6065f9d75bd3321f0bafa750,38.282,55.529,60.397,3,0,0,22.206,0,,2,2,4,2,1,1,42.863,139.427,141.71,2,,4242,,0,0,51.138,0,2.977,242.861,245.229,2,APPL2,,,,,,,,,,,,,,,,5.815,22.077,45.653,3,2,1,The AI does well and appeared to improve between rounds but I feel that it is still imperfect and that I would be able to do a better job.,2.321,31.331,33.428,2,2323,0.973,28.147,29.615,11,35,0,2,,3,,4,7,7,7,7,7,,,9968100311,,0,6065f9d75bd3321f0bafa750,APPL2,2323
2025-09-11 07:51:44,2025-09-11 08:02:53,0,202.7.248.249,100,668,1,2025-09-11 08:02:54,R_9RZZLduiJEkTm3Q,,,,,-34.9282,138.5999,anonymous,EN,Chrome,140.0.0.0,Windows NT 10.0,2048x1280,1.885,1.885,3.366,1,1,6595d2e18750476cd41774f6,0,0,90.403,0,0,0,18.621,0,,2,2,4,2,1,1,3.159,139.912,142.46,19,,4242,,0,0,49.071,0,2.128,157.72,158.107,7,APPL6,,,,,,,,,,,,,,,,17.703,53.42,80.115,26,5,2,"From what I can tell, the AI agent is performing slightly better than myself",,,,,,3.732,34.645,35.119,14,35,0,4,,3,,5,6,6,6,4,6,,,6558117439,,0,6595d2e18750476cd41774f6,APPL6,APPL6
2025-09-11 07:53:36,2025-09-11 08:09:56,0,216.121.225.234,100,980,1,2025-09-11 08:09:58,R_71NLLcvZ7ckYp8t,,,,,43.1373,-79.2928,anonymous,EN,Firefox,142.0,Windows NT 10.0,1920x1080,5.554,5.554,6.912,1,1,5c849a40a869d400179ab427,0,0,66.201,0,0,0,9.883,0,,2,2,4,2,1,1,54.174,151.031,154.678,2,,4242,,,,,,,,,,,0,0,44.571,0,,2.251,322.217,324.363,3,APPL6,5,7,4,5,6,9.975,54.732,65.938,4,3,1,i think i will do better,1.97,61.713,64.114,3,2322,1.669,39.981,40.609,12,25,3,5,,2,,2,3,2,3,1,4,,,1209247939,,3,5c849a40a869d400179ab427,APPL6,2322
2025-09-11 07:53:36,2025-09-11 08:10:52,0,213.78.172.99,100,1036,1,2025-09-11 08:10:53,R_8CCxvaK4WiThS0L,,,,,50.2027,-5.3037,anonymous,EN,Chrome,139.0.0.0,Macintosh,1710x1107,3.161,3.161,5.035,1,1,5d542c3a5af5900019bc80c4,0,0,41.861,0,0,0,15.838,0,,2,2,4,2,1,1,23.811,218.615,221.552,2,,4242,,,,,,,,,,,0,0,37.129,0,,3.281,461.834,463.477,2,APPL6,7,7,2,3,2,2.821,8.839,22.595,3,2,1,I didn't think the agent made the best choices very often,4.398,68.301,70.426,2,2323,1.532,16.598,18.09,10,50,1,2,,3,,4,5,6,6,4,5,was interesting to complete!,,6422966745,,3,5d542c3a5af5900019bc80c4,APPL6,2323
2025-09-11 07:53:36,2025-09-11 08:11:48,0,24.200.86.23,100,1091,1,2025-09-11 08:11:48,R_7G2sqOtBlpyjx9j,,,,,45.8486,-73.4808,anonymous,EN,Chrome,140.0.0.0,Windows NT 10.0,1920x1080,49.794,49.794,51.17,1,1,5c2b9ce5b337310001996c05,63.713,63.713,69.482,1,0,0,21.345,0,,2,2,4,2,1,1,27.074,133.088,134.45,2,,4242,,,,,,,,,,,0,0,111.381,0,,4.78,324.076,325.011,2,APPL2,7,7,1,6,7,5.204,104.516,118.347,6,2,1,The AI agent makes a lot more mistakes than me so I would prefer to play myself.,2.767,26.038,26.972,2,2323,0.889,33.232,47.085,14,38,0,5,,2,,4,6,5,7,1,6,,,1804591642,,1,5c2b9ce5b337310001996c05,APPL2,2323
2025-09-11 07:53:16,2025-09-11 08:12:16,0,80.0.193.95,100,1140,1,2025-09-11 08:12:16,R_8nufVNe8bvR3mvs,,,,,53.1917,-0.6731,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1920x1080,13.244,13.244,17.271,1,1,60b3950b9a1de417d37bb8d2,144.292,144.292,148.027,1,0,0,40.211,0,,2,2,4,2,1,1,37.695,322.767,327.503,2,,4242,,,,,,,,,,,0,0,85.895,0,,4.288,286.51,288.879,2,APPL2,6,7,3,4,6,6.071,27.924,41.192,3,5,2,i want to see how the ai avatar now works,,,,,,1.393,21.373,22.311,12,33,0,2,,3,,2,6,5,6,6,6,,,6384658687,,2,60b3950b9a1de417d37bb8d2,APPL2,APPL2
2025-09-11 07:55:54,2025-09-11 08:12:55,0,84.71.83.230,100,1020,1,2025-09-11 08:12:55,R_2QiXieevEn90S2d,,,,,51.5323,0.7101,anonymous,EN,Chrome,139.0.0.0,Macintosh,1710x1107,5.594,5.594,8.7,1,1,59142b45ef024b0001c54c33,0,0,34.418,0,3.19,3.19,4.198,1,,2,2,4,2,1,1,27.858,104.944,108.028,2,,4242,,0,0,39.293,0,7.264,661.848,664.989,2,APPL7,,,,,,,,,,,,,,,,5.128,17.261,34.418,4,2,2,The AI was much better at the end. I trust it to do well,,,,,,1.502,24.286,33.15,11,45,1,2,,2,,4,5,6,5,3,5,,,3079950082,,0,59142b45ef024b0001c54c33,APPL7,APPL7
2025-09-11 07:57:44,2025-09-11 08:13:31,0,82.36.97.40,100,947,1,2025-09-11 08:13:31,R_2TnkLVDqwNZu71d,,,,,51.5834,-0.0755,anonymous,EN,Chrome,139.0.0.0,Macintosh,1440x900,1.588,1.588,5.217,1,1,6777f3e9760d3844217b5ea8,0,0,107.6,0,0,0,16.712,0,,2,2,4,2,1,1,22.298,166.415,167.773,2,,4242,,0,0,51.299,0,4.264,345.249,347.356,2,APPL7,,,,,,,,,,,,,,,,4.69,23.815,38.629,7,5,1,"I think i have more practice and knowledge now to try and do it myself. ",1.631,40.247,41.501,2,2323,1.148,23.699,24.358,13,19,1,2,,2,,2,5,5,6,3,5,I enjoyed it. Everything was clear and easy to follow,,6582390014,,0,6777f3e9760d3844217b5ea8,APPL7,2323
2025-09-11 07:56:47,2025-09-11 08:13:31,0,84.70.41.135,100,1003,1,2025-09-11 08:13:31,R_2PNotbBr6taCJdX,,,,,53.4901,-2.8945,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1440x900,1.95,1.95,2.979,1,1,63222311994c6e4c35bb2a55,0,0,160.802,0,0,0,29.498,0,,2,2,4,2,1,1,33.412,278.008,284.516,2,,4242,,0,0,51.867,0,5.637,189.591,192.402,2,APPL1,,,,,,,,,,,,,,,,6.274,14.966,52.853,3,5,2,It may work out more logical and shorter moves overall,,,,,,1.6,34.798,36.291,11,56,0,2,,3,,5,7,7,7,2,7,,,9829996464,,0,63222311994c6e4c35bb2a55,APPL1,APPL1
2025-09-11 07:59:33,2025-09-11 08:13:42,0,86.27.178.239,100,848,1,2025-09-11 08:13:42,R_81yklDIqVss19Lx,,,,,55.8473,-4.1825,anonymous,EN,Edge,140.0.0.0,Windows NT 10.0,1280x1024,2.996,2.996,4.441,1,1,66a90c2263a2823be078178e,0,0,12.873,0,0,0,4.751,0,,2,2,4,2,1,1,12.819,202.891,205.046,2,,4242,,,,,,,,,,,0,0,12.985,0,,2.284,417.246,419.247,3," APPL2",5,7,5,5,6,3.532,14.996,25.15,3,4,2,im still learning - AI agent overall better,,,,,,1.396,22.66,23.202,12,38,0,2,,4,,4,7,7,7,4,6,,,5345074589,,3,66a90c2263a2823be078178e," APPL2"," APPL2"
2025-09-11 07:51:45,2025-09-11 08:15:20,0,100.2.65.244,100,1414,1,2025-09-11 08:15:22,R_6LwCz11rezrkNzE,,,,,40.7279,-73.5118,anonymous,EN,Chrome,140.0.0.0,Windows NT 10.0,1366x768,3.651,5.239,6.139,2,1,6630fcae418bde6a9e7c3b47,89.227,118.004,124.475,25,1.313,12.892,14.074,6,,2,2,4,2,1,1,1.398,119.552,121.441,10,,4242,,3.701,37.49,41.676,26,3.229,370.222,370.802,3,APPL7,,,,,,,,,,,,,,,,3.429,10.834,40.509,8,1,1,"The AI agent made a lot of mistakes that were obvious.  It also did not collect all available balls.  I took the route and balls into account each time, so I'm confident I will do a much better job than the AI.",2.99,99.764,101.474,2,2323,2.325,17.831,502.845,19,42,0,1,,4,,4,5,6,7,2,6,,,6005870295,,0,6630fcae418bde6a9e7c3b47,APPL7,2323
2025-09-11 07:58:14,2025-09-11 08:17:28,0,213.31.153.127,100,1153,1,2025-09-11 08:17:28,R_8ckeJlSGIsKir9g,,,,,53.4094,-4.3531,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1280x720,147.848,149.269,150.475,2,1,59bc25620ac77f0001f05574,0,0,115.437,0,6.446,6.446,32.135,1,,2,2,4,2,1,1,17.459,195.107,195.959,5,,4242,,,,,,,,,,,0,0,72.164,0,,2.731,286.991,288.348,2," APPL6",7,7,1,7,7,5.828,16.707,32.918,5,7,2,they could see the better route to take than I could in the grid,,,,,,1.159,32.232,32.9,14,35,1,2,,3,,4,5,5,5,4,5,,,5468008841,,1,59bc25620ac77f0001f05574," APPL6"," APPL6"
2025-09-11 07:57:12,2025-09-11 08:17:56,0,176.26.236.130,100,1243,1,2025-09-11 08:17:56,R_2MR73QsUbYevc5B,,,,,53.5464,-1.4307,anonymous,EN,Chrome,139.0.0.0,Windows NT 10.0,1536x864,3.618,5.394,6.81,2,1,5d41d708128a05000183c461,225.885,231.768,234.279,3,10.735,12.514,13.752,2,,2,2,4,2,1,1,3.678,321.048,324.06,3,,4242,,,,,,,,,,,3.201,3.201,4.475,1,,2.586,360.817,363.675,2,APPL1,3,7,5,2,2,3.635,8.629,14.86,5,3,1,i feel more in control,10.951,80.925,83.528,2,2322,1.665,27.532,28.741,17,52,1,2,,3,,2,4,4,5,3,4,,,7578383297,,3,5d41d708128a05000183c461,APPL1,2322
2025-09-11 07:57:55,2025-09-11 08:18:32,0,212.132.58.207,100,1236,1,2025-09-11 08:18:33,R_8a8jXoIYeu16Dff,,,,,51.6345,0.3528,anonymous,EN,Chrome,139.0.0.0,Macintosh,1512x982,4.804,4.804,9.559,1,1,66799043863669170269eedf,0,0,81.997,0,0,0,17.993,0,,2,2,4,2,1,1,4.518,197.361,209.589,4,,4242,,,,,,,,,,,0,0,62.659,0,,6.17,6.17,597.428,1,APPL7,3,7,5,5,6,5.543,19.629,26.765,6,2,2,Let's see what it has learned,,,,,,1.385,32.523,34.557,10,52,1,2,,3,,4,5,5,6,6,5,I'm not sure how well I did on that!,,4664320025,,2,66799043863669170269eedf,APPL7,APPL7
